maximum recursion value is too low
11772.6 1402.7 50724.5 830403 095700 2
11769.2 1401.7 50724.5 830403 095800 2
11763.8 1402.9 50724.5 830403 095900 2
11768.6 1406.5 50724.5 830403 100000 2
11767.9 1405.5 50724.5 830403 100100 2
11766.2 1405.0 50725.5 830403 100200 2
11765.3 1405.2 50726.5 830403 100300 2
11760.0 1405.5 50726.5 830403 100400 2
11761.6 1406.9 50726.5 830403 100500 2
11763.9 1409.3 50726.5 830403 100600 2
11765.9 1407.7 50725.5 830403 100700 2
11761.6 1406.9 50724.5 830403 100800 2
11762.4 1407.0 50723.5 830403 100900 2
11759.7 1407.6 50723.5 830403 101000 2
11765.1 1406.7 50722.6 830403 101100 2
11764.4 1405.4 50722.6 830403 101200 2
11762.7 1405.2 50722.6 830403 101300 2
11766.0 1406.8 50722.6 830403 101400 2
11768.6 1406.8 50722.6 830403 101500 2
11768.6 1406.5 50722.6 830403 101600 2
11766.7 1401.1 50722.6 830403 101700 2
11767.2 1403.9 50722.6 830403 101800 2
11769.1 1402.9 50722.6 830403 101900 2
11764.6 1403.3 50721.6 830403 102000 2
11766.4 1403.2 50721.6 830403 102100 2
11770.1 1401.8 50721.6 830403 102200 2
11769.4 1400.5 50720.6 830403 102300 2
11769.4 1399.9 50720.6 830403 102400 2
11771.2 1400.1 50720.6 830403 102500 2
11771.9 1400.8 50719.6 830403 102600 2
11772.8 1400.9 50719.6 830403 102700 2
11772.0 1400.5 50719.6 830403 102800 2
11773.0 1399.7 50719.6 830403 102900 2
11773.0 1399.1 50719.6 830403 103000 2
11774.7 1399.6 50718.6 830403 103100 2
11774.7 1399.9 50718.6 830403 103200 2
11774.8 1399.0 50719.6 830403 103300 2
11775.7 1399.1 50719.6 830403 103400 2
11776.4 1399.8 50718.6 830403 103500 2
11776.5 1399.2 50718.6 830403 103600 2
11777.4 1399.3 50718.6 830403 103700 2
11780.8 1400.4 50718.6 830403 103800 2
11780.0 1399.0 50718.6 830403 103900 2
11778.3 1398.8 50719.6 830403 104000 2
11780.1 1398.7 50719.6 830403 104100 2
11780.3 1396.9 50719.6 830403 104200 2
11781.2 1397.0 50719.6 830403 104300 2
11781.2 1396.4 50719.6 830403 104400 2
11781.1 1397.6 50719.6 830403 104500 2
11779.3 1398.0 50719.6 830403 104600 2
11779.5 1395.9 50720.6 830403 104700 2
11781.2 1397.0 50720.6 830403 104800 2
11780.2 1397.5 50720.6 830403 104900 2
11780.9 1398.8 50720.6 830403 105000 2
11781.8 1399.2 50720.6 830403 105100 2
11781.7 1399.5 50720.6 830403 105200 2
11780.8 1400.0 50719.6 830403 105300 2
11780.8 1400.4 50719.6 830403 105400 2
11781.8 1398.9 50718.6 830403 105500 2
11779.1 1399.2 50718.6 830403 105600 2
11782.6 1399.7 50718.6 830403 105700 2
11780.0 1399.0 50719.6 830403 105800 2
11779.9 1399.9 50719.6 830403 105900 2
11780.8 1400.0 50716.7 830403 110000 2
11782.6 1399.3 50714.7 830403 110100 2
11786.2 1398.6 50715.7 830403 110200 2
11783.9 1396.1 50715.7 830403 110300 2
11783.0 1396.3 50715.7 830403 110400 2
11780.3 1396.6 50716.7 830403 110500 2
11782.1 1396.2 50716.7 830403 110600 2
11782.2 1395.3 50716.7 830403 110700 2
11784.0 1395.2 50716.7 830403 110800 2
11784.1 1394.3 50716.7 830403 110900 2
11787.1 1391.0 50716.7 830403 111000 2
11790.9 1388.4 50717.7 830403 111100 2
11790.1 1387.7 50718.6 830403 111200 2
11791.7 1381.8 50718.6 830403 111300 2
11796.9 1382.1 50719.6 830403 111400 2
11800.5 1381.3 50719.6 830403 111500 2
11801.6 1379.5 50719.6 830403 111600 2
11805.3 1378.1 50719.6 830403 111700 2
11808.0 1377.5 50719.6 830403 111800 2
11808.9 1376.7 50720.6 830403 111900 2
11809.9 1376.2 50721.6 830403 112000 2
11813.4 1375.7 50721.6 830403 112100 2
11815.3 1375.0 50722.6 830403 112200 2
11817.8 1375.6 50722.6 830403 112300 2
11821.2 1376.9 50723.5 830403 112400 2
11822.7 1378.9 50724.5 830403 112500 2
11821.2 1376.9 50724.5 830403 112600 2
11824.0 1375.7 50725.5 830403 112700 2
11827.7 1373.7 50726.5 830403 112800 2
11829.5 1373.6 50727.5 830403 112900 2
11828.6 1373.5 50728.4 830403 113000 2
11830.3 1374.3 50728.4 830403 113100 2
11833.9 1372.9 50728.4 830403 113200 2
11839.4 1370.8 50728.4 830403 113300 2
11840.6 1368.4 50729.4 830403 113400 2
11842.4 1367.7 50730.4 830403 113500 2
11846.2 1365.4 50731.4 830403 113600 2
11847.8 1366.8 50731.4 830403 113700 2
11847.7 1367.7 50732.4 830403 113800 2
11849.3 1368.8 50732.4 830403 113900 2
11852.6 1370.1 50733.3 830403 114000 2
11853.6 1369.6 50734.3 830403 114100 2
11854.6 1367.9 50736.3 830403 114200 2
11854.5 1369.1 50737.3 830403 114300 2
11853.6 1369.6 50737.3 830403 114400 2
11853.6 1369.0 50738.2 830403 114500 2
11850.0 1370.4 50739.2 830403 114600 2
11851.5 1372.8 50740.2 830403 114700 2
11851.4 1373.4 50741.2 830403 114800 2
11851.4 1373.1 50741.2 830403 114900 2
11854.9 1373.5 50742.2 830403 115000 2
11857.4 1374.7 50742.2 830403 115100 2
11858.6 1371.4 50743.1 830403 115200 2
11855.3 1369.5 50743.1 830403 115300 2
11859.6 1370.6 50744.1 830403 115400 2
11858.0 1369.5 50744.1 830403 115500 2
11856.2 1369.3 50744.1 830403 115600 2
11854.4 1370.3 50745.1 830403 115700 2
11854.2 1371.6 50745.1 830403 115800 2
11855.9 1372.4 50745.1 830403 115900 2
11858.6 1371.1 50746.1 830403 120000 2
11858.6 1371.1 50746.1 830403 120100 2
11857.8 1371.0 50746.1 830403 120200 2
11856.0 1371.1 50746.1 830403 120300 2
11855.1 1371.7 50746.1 830403 120400 2
11852.4 1372.0 50747.1 830403 120500 2
11850.8 1371.2 50748.0 830403 120600 2
11854.1 1372.2 50749.0 830403 120700 2
11849.9 1371.1 50750.0 830403 120800 2
11851.7 1370.6 50751.0 830403 120900 2
11845.7 1369.3 50752.0 830403 121000 2
11842.6 1373.3 50752.0 830403 121100 2
11844.7 1370.8 50752.9 830403 121200 2
11837.0 1369.2 50753.9 830403 121300 2
11832.3 1371.5 50754.9 830403 121400 2
11833.2 1371.3 50755.9 830403 121500 2
11830.4 1372.8 50757.8 830403 121600 2
11829.4 1373.9 50758.8 830403 121700 2
11829.6 1372.7 50760.8 830403 121800 2
11830.7 1370.4 50761.8 830403 121900 2
11832.8 1367.2 50763.7 830403 122000 2
11832.9 1366.9 50764.7 830403 122100 2
11829.8 1370.6 50765.7 830403 122200 2
11829.6 1372.7 50767.6 830403 122300 2
11828.3 1375.6 50768.6 830403 122400 2
11823.6 1378.7 50769.6 830403 122500 2
11819.1 1380.1 50769.6 830403 122600 2
11816.3 1381.0 50770.6 830403 122700 2
11812.6 1382.7 50770.6 830403 122800 2
11812.7 1381.8 50771.6 830403 122900 2
11814.4 1382.6 50771.6 830403 123000 2
11813.3 1384.3 50771.6 830403 123100 2
11813.3 1384.3 50771.6 830403 123200 2
11817.9 1382.7 50772.5 830403 123300 2
11817.2 1381.4 50771.6 830403 123400 2
11814.4 1382.3 50772.5 830403 123500 2
11811.7 1383.5 50773.5 830403 123600 2
11810.9 1382.2 50773.5 830403 123700 2
11810.9 1382.2 50773.5 830403 123800 2
11809.9 1383.3 50773.5 830403 123900 2
11809.0 1384.1 50774.5 830403 124000 2
11807.1 1384.8 50773.5 830403 124100 2
11804.4 1386.0 50774.5 830403 124200 2
11801.5 1387.8 50774.5 830403 124300 2
11801.6 1386.9 50774.5 830403 124400 2
11804.1 1388.4 50774.5 830403 124500 2
11804.7 1390.6 50774.5 830403 124600 2
11802.8 1391.9 50774.5 830403 124700 2
11802.0 1391.5 50774.5 830403 124800 2
11800.1 1392.8 50774.5 830403 124900 2
11797.3 1393.7 50774.5 830403 125000 2
11797.2 1395.0 50774.5 830403 125100 2
11796.1 1396.4 50773.5 830403 125200 2
11794.2 1397.7 50773.5 830403 125300 2
11792.2 1399.6 50772.5 830403 125400 2
11792.5 1397.8 50772.5 830403 125500 2
11797.0 1396.8 50771.6 830403 125600 2
11795.2 1397.2 50770.6 830403 125700 2
11794.2 1398.3 50769.6 830403 125800 2
11792.4 1398.7 50768.6 830403 125900 2
11790.6 1399.1 50767.6 830403 130000 2
11788.8 1399.2 50766.7 830403 130100 2
11787.1 1398.4 50766.7 830403 130200 2
11785.4 1397.8 50765.7 830403 130300 2
11783.6 1398.2 50764.7 830403 130400 2
11781.7 1399.5 50763.7 830403 130500 2
11780.9 1399.4 50762.7 830403 130600 2
11780.1 1398.7 50760.8 830403 130700 2
11780.1 1398.4 50759.8 830403 130800 2
11779.3 1398.3 50759.8 830403 130900 2
11779.3 1398.0 50758.8 830403 131000 2
11780.2 1397.8 50758.8 830403 131100 2
11780.3 1397.2 50757.8 830403 131200 2
11780.4 1396.0 50757.8 830403 131300 2
11780.5 1395.1 50756.9 830403 131400 2
11780.6 1394.5 50756.9 830403 131500 2
11780.6 1394.5 50755.9 830403 131600 2
11779.7 1394.4 50753.9 830403 131700 2
11779.7 1394.7 50752.9 830403 131800 2
11778.7 1395.2 50751.0 830403 131900 2
11778.7 1395.5 50750.0 830403 132000 2
11778.7 1395.8 50749.0 830403 132100 2
11779.7 1394.7 50748.0 830403 132200 2
11778.9 1394.0 50748.0 830403 132300 2
11779.8 1393.5 50747.1 830403 132400 2
11779.9 1393.2 50746.1 830403 132500 2
11779.0 1392.8 50745.1 830403 132600 2
11779.0 1393.1 50745.1 830403 132700 2
11779.0 1393.4 50744.1 830403 132800 2
11779.0 1393.4 50744.1 830403 132900 2
11779.8 1393.5 50743.1 830403 133000 2
11778.0 1393.9 50743.1 830403 133100 2
11778.0 1394.2 50742.2 830403 133200 2
11778.8 1394.9 50743.1 830403 133300 2
11780.5 1394.8 50743.1 830403 133400 2
11780.7 1393.9 50743.1 830403 133500 2
11780.7 1393.6 50743.1 830403 133600 2
11781.6 1393.4 50743.1 830403 133700 2
11780.7 1393.3 50742.2 830403 133800 2
11779.9 1392.6 50742.2 830403 133900 2
11779.9 1392.6 50742.2 830403 134000 2
11779.9 1392.9 50742.2 830403 134100 2
11779.9 1393.2 50741.2 830403 134200 2
11781.6 1393.1 50741.2 830403 134300 2
11779.9 1392.9 50741.2 830403 134400 2
11781.5 1394.3 50741.2 830403 134500 2
11782.3 1394.4 50741.2 830403 134600 2
11784.2 1393.7 50740.2 830403 134700 2
11783.5 1392.4 50739.2 830403 134800 2
11784.4 1392.2 50739.2 830403 134900 2
11785.2 1392.3 50738.2 830403 135000 2
11786.1 1392.4 50738.2 830403 135100 2
11786.1 1392.7 50738.2 830403 135200 2
11787.7 1393.2 50737.3 830403 135300 2
11787.7 1393.5 50737.3 830403 135400 2
11786.8 1394.0 50737.3 830403 135500 2
11785.8 1394.8 50737.3 830403 135600 2
11784.8 1395.6 50737.3 830403 135700 2
11784.7 1396.5 50737.3 830403 135800 2
11783.8 1397.0 50738.2 830403 135900 2
11782.9 1397.5 50738.2 830403 140000 2
11783.7 1397.9 50738.2 830403 140100 2
11782.8 1398.1 50738.2 830403 140200 2
11783.6 1398.8 50738.2 830403 140300 2
11784.3 1399.9 50738.2 830403 140400 2
11785.1 1400.6 50738.2 830403 140500 2
11779.9 1400.5 50737.3 830403 140600 2
11778.1 1400.9 50737.3 830403 140700 2
11778.0 1401.5 50737.3 830403 140800 2
11776.2 1401.9 50737.3 830403 140900 2
11775.3 1402.4 50737.3 830403 141000 2
11776.1 1402.9 50737.3 830403 141100 2
11776.9 1403.3 50737.3 830403 141200 2
11776.9 1403.3 50736.3 830403 141300 2
11776.9 1403.3 50736.3 830403 141400 2
11778.6 1403.8 50736.3 830403 141500 2
11780.4 1403.7 50736.3 830403 141600 2
11782.1 1403.6 50735.3 830403 141700 2
11783.9 1403.5 50735.3 830403 141800 2
11783.9 1403.2 50734.3 830403 141900 2
11786.6 1402.9 50734.3 830403 142000 2
11788.5 1401.9 50734.3 830403 142100 2
11792.1 1400.8 50733.3 830403 142200 2
11795.7 1400.0 50733.3 830403 142300 2
11794.9 1399.3 50733.3 830403 142400 2
11798.5 1398.8 50734.3 830403 142500 2
11801.1 1398.5 50734.3 830403 142600 2
11804.7 1398.0 50734.3 830403 142700 2
11804.7 1397.7 50734.3 830403 142800 2
11807.4 1397.4 50734.3 830403 142900 2
11810.0 1397.4 50734.3 830403 143000 2
11812.7 1397.4 50734.3 830403 143100 2
11812.7 1396.8 50734.3 830403 143200 2
11811.9 1396.7 50735.3 830403 143300 2
11812.7 1397.1 50735.3 830403 143400 2
11814.4 1397.3 50735.3 830403 143500 2
11814.3 1397.9 50735.3 830403 143600 2
11812.4 1399.2 50735.3 830403 143700 2
11812.4 1399.8 50735.3 830403 143800 2
11814.2 1399.4 50735.3 830403 143900 2
11814.1 1400.0 50735.3 830403 144000 2
11813.1 1400.8 50735.3 830403 144100 2
11812.2 1401.0 50735.3 830403 144200 2
11811.4 1400.9 50735.3 830403 144300 2
11811.3 1401.2 50736.3 830403 144400 2
11812.2 1401.6 50736.3 830403 144500 2
11812.1 1401.9 50736.3 830403 144600 2
11811.2 1402.4 50737.3 830403 144700 2
11811.3 1401.8 50738.2 830403 144800 2
11812.2 1401.6 50738.2 830403 144900 2
11812.1 1402.2 50738.2 830403 145000 2
11812.9 1402.3 50739.2 830403 145100 2
11812.1 1402.2 50739.2 830403 145200 2
11812.1 1402.2 50739.2 830403 145300 2
11812.9 1402.6 50739.2 830403 145400 2
11814.6 1402.8 50739.2 830403 145500 2
11813.7 1403.3 50740.2 830403 145600 2
11813.7 1403.6 50740.2 830403 145700 2
11813.6 1404.3 50740.2 830403 145800 2
11813.6 1404.3 50740.2 830403 145900 2
11813.6 1404.3 50741.2 830403 150000 2
11814.4 1404.7 50741.2 830403 150100 2
11814.4 1405.0 50741.2 830403 150200 2
11810.9 1404.9 50741.2 830403 150300 2
11810.9 1405.2 50742.2 830403 150400 2
11810.0 1405.4 50742.2 830403 150500 2
11809.9 1405.7 50742.2 830403 150600 2
11809.0 1406.2 50743.1 830403 150700 2
11809.0 1406.2 50743.1 830403 150800 2
11807.3 1405.6 50743.1 830403 150900 2
11808.2 1405.1 50743.1 830403 151000 2
11809.2 1404.0 50743.1 830403 151100 2
11808.3 1404.2 50743.1 830403 151200 2
11808.3 1404.2 50743.1 830403 151300 2
11806.5 1405.2 50743.1 830403 151400 2
11804.7 1405.6 50744.1 830403 151500 2
11804.7 1405.3 50744.1 830403 151600 2
11808.5 1403.0 50744.1 830403 151700 2
11803.2 1403.6 50745.1 830403 151800 2
11803.9 1404.6 50745.1 830403 151900 2
11805.8 1403.3 50745.1 830403 152000 2
11804.7 1405.0 50746.1 830403 152100 2
11809.3 1403.7 50746.1 830403 152200 2
11811.1 1403.3 50747.1 830403 152300 2
11809.9 1406.3 50748.0 830403 152400 2
11813.2 1407.6 50749.0 830403 152500 2
11811.4 1408.3 50750.0 830403 152600 2
11809.5 1409.6 50751.0 830403 152700 2
11806.5 1412.0 50752.0 830403 152800 2
11807.3 1413.0 50752.9 830403 152900 2
11803.8 1413.2 50752.9 830403 153000 2
11804.5 1414.5 50753.9 830403 153100 2
11806.4 1413.5 50754.9 830403 153200 2
11808.1 1413.7 50755.9 830403 153300 2
11808.9 1414.1 50756.9 830403 153400 2
11806.2 1414.4 50757.8 830403 153500 2
11807.0 1415.4 50757.8 830403 153600 2
11808.8 1415.3 50758.8 830403 153700 2
11810.5 1415.2 50759.8 830403 153800 2
11813.2 1415.2 50760.8 830403 153900 2
11816.7 1415.1 50761.8 830403 154000 2
11818.5 1414.7 50761.8 830403 154100 2
11820.2 1415.2 50762.7 830403 154200 2
11821.0 1415.6 50762.7 830403 154300 2
11820.0 1416.4 50763.7 830403 154400 2
11819.9 1417.3 50764.7 830403 154500 2
11820.7 1418.3 50764.7 830403 154600 2
11820.5 1419.5 50765.7 830403 154700 2
11820.4 1421.0 50766.7 830403 154800 2
11820.1 1422.8 50765.7 830403 154900 2
11821.7 1424.6 50766.7 830403 155000 2
11824.1 1426.1 50765.7 830403 155100 2
11827.8 1425.0 50765.7 830403 155200 2
11829.7 1423.7 50764.7 830403 155300 2
11833.3 1422.9 50762.7 830403 155400 2
11834.3 1421.8 50761.8 830403 155500 2
11834.4 1420.6 50760.8 830403 155600 2
11834.5 1419.6 50759.8 830403 155700 2
11832.9 1418.8 50757.8 830403 155800 2
11830.5 1417.0 50755.9 830403 155900 2
11828.0 1416.1 50754.9 830403 160000 2
11825.3 1416.1 50754.9 830403 160100 2
11821.3 1420.5 50753.9 830403 160200 2
11815.2 1420.1 50752.9 830403 160300 2
11815.1 1421.0 50752.9 830403 160400 2
11812.3 1422.5 50752.9 830403 160500 2
11808.6 1423.9 50752.9 830403 160600 2
11805.9 1424.2 50752.9 830403 160700 2
11808.4 1426.0 50752.9 830403 160800 2
11806.5 1426.7 50753.9 830403 160900 2
11804.6 1427.7 50754.9 830403 161000 2
11805.4 1428.7 50755.9 830403 161100 2
11806.8 1431.7 50756.9 830403 161200 2
11804.1 1432.2 50757.8 830403 161300 2
11805.8 1432.8 50758.8 830403 161400 2
11803.4 1437.7 50759.8 830403 161500 2
11800.7 1438.6 50759.8 830403 161600 2
11805.6 1441.3 50760.8 830403 161700 2
11800.9 1444.1 50760.8 830403 161800 2
11804.3 1445.1 50762.7 830403 161900 2
11801.5 1446.6 50763.7 830403 162000 2
11805.6 1448.7 50764.7 830403 162100 2
11810.9 1448.7 50763.7 830403 162200 2
11810.6 1450.5 50762.7 830403 162300 2
11813.2 1450.8 50762.7 830403 162400 2
11817.5 1451.4 50760.8 830403 162500 2
11816.8 1450.4 50759.8 830403 162600 2
11819.5 1450.1 50758.8 830403 162700 2
11821.4 1448.2 50756.9 830403 162800 2
11822.6 1445.5 50754.9 830403 162900 2
11824.6 1443.9 50752.9 830403 163000 2
11824.1 1441.1 50752.0 830403 163100 2
11823.3 1440.4 50750.0 830403 163200 2
11822.4 1440.6 50748.0 830403 163300 2
11819.2 1438.1 50747.1 830403 163400 2
11820.4 1435.4 50745.1 830403 163500 2
11823.4 1432.4 50744.1 830403 163600 2
11819.7 1433.5 50743.1 830403 163700 2
11820.6 1433.3 50742.2 830403 163800 2
11817.2 1432.6 50741.2 830403 163900 2
11819.7 1433.5 50740.2 830403 164000 2
11819.1 1431.3 50739.2 830403 164100 2
11821.1 1429.7 50738.2 830403 164200 2
11822.9 1428.7 50737.3 830403 164300 2
11823.2 1426.9 50737.3 830403 164400 2
11823.3 1425.4 50736.3 830403 164500 2
11825.2 1424.4 50735.3 830403 164600 2
11825.4 1423.2 50734.3 830403 164700 2
11825.5 1422.2 50734.3 830403 164800 2
11824.7 1421.2 50733.3 830403 164900 2
11824.8 1420.3 50733.3 830403 165000 2
11824.1 1418.7 50732.4 830403 165100 2
11824.3 1417.2 50731.4 830403 165200 2
11824.4 1416.3 50731.4 830403 165300 2
11823.7 1415.3 50730.4 830403 165400 2
11824.6 1414.5 50730.4 830403 165500 2
11823.9 1413.5 50729.4 830403 165600 2
11823.9 1413.2 50729.4 830403 165700 2
11823.1 1412.7 50728.4 830403 165800 2
11821.4 1412.2 50728.4 830403 165900 2
11819.7 1411.7 50728.4 830403 170000 2
11818.0 1411.5 50728.4 830403 170100 2
11817.2 1411.1 50728.4 830403 170200 2
11816.2 1411.6 50728.4 830403 170300 2
11816.2 1411.9 50727.5 830403 170400 2
11817.2 1410.8 50726.5 830403 170500 2
11819.8 1410.8 50726.5 830403 170600 2
11820.7 1410.9 50725.5 830403 170700 2
11818.2 1409.7 50725.5 830403 170800 2
11816.5 1408.9 50725.5 830403 170900 2
11816.5 1409.5 50724.5 830403 171000 2
11816.5 1408.9 50724.5 830403 171100 2
11816.7 1408.0 50723.5 830403 171200 2
11816.7 1407.4 50723.5 830403 171300 2
11816.8 1407.1 50723.5 830403 171400 2
11817.0 1405.3 50723.5 830403 171500 2
11816.9 1405.6 50723.5 830403 171600 2
11816.8 1406.5 50723.5 830403 171700 2
11816.0 1406.4 50723.5 830403 171800 2
11815.1 1406.0 50723.5 830403 171900 2
11814.3 1405.6 50723.5 830403 172000 2
11813.5 1405.5 50722.6 830403 172100 2
11812.6 1405.4 50721.6 830403 172200 2
11811.7 1405.6 50720.6 830403 172300 2
11811.7 1405.9 50720.6 830403 172400 2
11810.7 1406.7 50720.6 830403 172500 2
11809.8 1406.9 50719.6 830403 172600 2
11808.9 1406.8 50718.6 830403 172700 2
11808.9 1406.8 50718.6 830403 172800 2
11808.9 1407.1 50719.6 830403 172900 2
11808.9 1407.1 50719.6 830403 173000 2
11808.8 1407.4 50719.6 830403 173100 2
11807.9 1407.6 50720.6 830403 173200 2
11807.0 1407.8 50719.6 830403 173300 2
11806.1 1408.0 50719.6 830403 173400 2
11806.1 1408.0 50719.6 830403 173500 2
11806.1 1408.3 50720.6 830403 173600 2
11806.1 1408.3 50720.6 830403 173700 2
11806.1 1408.3 50720.6 830403 173800 2
11805.2 1408.2 50720.6 830403 173900 2
11804.4 1407.8 50720.6 830403 174000 2
11805.3 1407.9 50720.6 830403 174100 2
11805.3 1407.9 50720.6 830403 174200 2
11805.3 1407.9 50720.6 830403 174300 2
11806.2 1407.7 50720.6 830403 174400 2
11806.2 1407.7 50720.6 830403 174500 2
11806.2 1407.4 50720.6 830403 174600 2
11805.4 1407.3 50720.6 830403 174700 2
11806.2 1407.4 50719.6 830403 174800 2
11806.3 1407.1 50719.6 830403 174900 2
11806.3 1407.1 50719.6 830403 175000 2
11806.3 1407.1 50718.6 830403 175100 2
11805.4 1407.3 50718.6 830403 175200 2
11805.4 1407.0 50718.6 830403 175300 2
11805.4 1407.0 50717.7 830403 175400 2
11804.5 1406.9 50717.7 830403 175500 2
11804.5 1406.9 50717.7 830403 175600 2
11803.7 1406.7 50717.7 830403 175700 2
11803.7 1406.4 50717.7 830403 175800 2
11803.7 1406.4 50717.7 830403 175900 2
11805.4 1407.0 50725.5 830403 180000 2
11805.4 1407.0 50725.5 830403 180100 2
11805.4 1407.0 50724.5 830403 180200 2
11804.5 1407.2 50724.5 830403 180300 2
11803.6 1407.4 50724.5 830403 180400 2
11803.7 1406.7 50724.5 830403 180500 2
11803.7 1406.1 50723.5 830403 180600 2
11803.7 1406.1 50723.5 830403 180700 2
11803.7 1406.4 50722.6 830403 180800 2
11803.7 1406.7 50722.6 830403 180900 2
11803.7 1406.7 50721.6 830403 181000 2
11803.6 1407.1 50721.6 830403 181100 2
11804.5 1406.9 50721.6 830403 181200 2
11804.5 1406.9 50721.6 830403 181300 2
11804.5 1406.9 50721.6 830403 181400 2
11805.4 1406.7 50721.6 830403 181500 2
11805.4 1406.7 50721.6 830403 181600 2
11805.5 1406.4 50722.6 830403 181700 2
11805.4 1407.0 50722.6 830403 181800 2
11804.6 1406.5 50722.6 830403 181900 2
11803.7 1406.4 50722.6 830403 182000 2
11803.7 1406.4 50722.6 830403 182100 2
11803.7 1406.7 50722.6 830403 182200 2
11803.7 1406.4 50722.6 830403 182300 2
11804.6 1406.5 50721.6 830403 182400 2
11805.4 1406.7 50722.6 830403 182500 2
11806.3 1406.8 50722.6 830403 182600 2
11806.3 1406.8 50722.6 830403 182700 2
11806.3 1406.5 50722.6 830403 182800 2
11806.3 1406.5 50722.6 830403 182900 2
11806.4 1406.2 50722.6 830403 183000 2
11806.4 1406.2 50722.6 830403 183100 2
11806.4 1406.2 50722.6 830403 183200 2
11806.4 1406.2 50722.6 830403 183300 2
11806.3 1406.5 50722.6 830403 183400 2
11805.5 1406.4 50722.6 830403 183500 2
11805.5 1406.4 50722.6 830403 183600 2
11804.6 1406.5 50721.6 830403 183700 2
11804.5 1406.9 50721.6 830403 183800 2
11804.5 1406.9 50721.6 830403 183900 2
11804.5 1407.2 50721.6 830403 184000 2
11805.4 1407.0 50720.6 830403 184100 2
11805.4 1407.0 50720.6 830403 184200 2
11805.4 1407.0 50720.6 830403 184300 2
11805.4 1407.0 50720.6 830403 184400 2
11805.4 1407.0 50720.6 830403 184500 2
11805.4 1407.0 50720.6 830403 184600 2
11805.4 1407.0 50720.6 830403 184700 2
11806.3 1407.1 50720.6 830403 184800 2
11806.3 1407.1 50720.6 830403 184900 2
11807.1 1407.2 50720.6 830403 185000 2
11807.1 1407.2 50720.6 830403 185100 2
11807.2 1406.9 50720.6 830403 185200 2
11807.2 1406.9 50720.6 830403 185300 2
11807.2 1406.6 50720.6 830403 185400 2
11807.2 1406.3 50721.6 830403 185500 2
11807.2 1406.3 50721.6 830403 185600 2
11808.1 1406.4 50721.6 830403 185700 2
11809.0 1406.5 50721.6 830403 185800 2
11809.8 1406.6 50721.6 830403 185900 2
11809.8 1406.9 50720.6 830403 190000 2
11809.9 1406.3 50720.6 830403 190100 2
11809.9 1406.3 50720.6 830403 190200 2
11809.9 1406.0 50720.6 830403 190300 2
11810.8 1406.1 50719.6 830403 190400 2
11810.8 1405.8 50719.6 830403 190500 2
11810.0 1405.4 50719.6 830403 190600 2
11810.0 1405.4 50719.6 830403 190700 2
11810.0 1405.1 50719.6 830403 190800 2
11810.0 1405.1 50719.6 830403 190900 2
11810.0 1405.1 50719.6 830403 191000 2
11810.0 1405.1 50719.6 830403 191100 2
11810.0 1405.1 50720.6 830403 191200 2
11810.9 1405.2 50720.6 830403 191300 2
11810.9 1405.2 50720.6 830403 191400 2
11811.7 1405.3 50721.6 830403 191500 2
11811.7 1405.6 50721.6 830403 191600 2
11811.7 1405.6 50721.6 830403 191700 2
11810.8 1405.5 50722.6 830403 191800 2
11809.1 1405.3 50722.6 830403 191900 2
11809.1 1405.6 50722.6 830403 192000 2
11810.0 1405.4 50722.6 830403 192100 2
11810.0 1405.4 50722.6 830403 192200 2
11810.0 1405.1 50722.6 830403 192300 2
11810.0 1405.4 50722.6 830403 192400 2
11810.8 1405.8 50722.6 830403 192500 2
11810.8 1405.8 50722.6 830403 192600 2
11810.8 1406.1 50722.6 830403 192700 2
11810.8 1406.1 50722.6 830403 192800 2
11810.7 1406.4 50721.6 830403 192900 2
11810.7 1406.7 50721.6 830403 193000 2
11810.6 1407.0 50721.6 830403 193100 2
11810.6 1407.3 50721.6 830403 193200 2
11809.7 1407.5 50721.6 830403 193300 2
11809.7 1407.8 50721.6 830403 193400 2
11808.8 1408.0 50721.6 830403 193500 2
11808.7 1408.3 50721.6 830403 193600 2
11808.7 1408.6 50721.6 830403 193700 2
11808.7 1408.6 50721.6 830403 193800 2
11808.7 1408.9 50721.6 830403 193900 2
11808.6 1409.2 50721.6 830403 194000 2
11808.6 1409.2 50722.6 830403 194100 2
11808.7 1408.9 50722.6 830403 194200 2
11808.7 1408.6 50722.6 830403 194300 2
11807.9 1408.2 50721.6 830403 194400 2
11808.7 1408.3 50721.6 830403 194500 2
11808.7 1408.3 50721.6 830403 194600 2
11808.7 1408.3 50721.6 830403 194700 2
11809.6 1408.4 50721.6 830403 194800 2
11809.6 1408.1 50721.6 830403 194900 2
11810.5 1408.2 50721.6 830403 195000 2
11811.4 1408.3 50722.6 830403 195100 2
11811.3 1408.6 50722.6 830403 195200 2
11811.3 1408.9 50722.6 830403 195300 2
11811.3 1408.9 50722.6 830403 195400 2
11811.3 1408.9 50723.5 830403 195500 2
11810.4 1409.1 50723.5 830403 195600 2
11809.5 1409.0 50723.5 830403 195700 2
11807.8 1409.1 50723.5 830403 195800 2
11806.8 1409.6 50723.5 830403 195900 2
11806.8 1409.6 50723.5 830403 200000 2
11807.6 1410.3 50723.5 830403 200100 2
11807.5 1410.9 50723.5 830403 200200 2
11808.4 1411.0 50723.5 830403 200300 2
11808.4 1411.0 50723.5 830403 200400 2
