Intermittent TEST-UNEXPECTED-FAIL | leaked ~2MB - 4MB running mochitest-chrome
Seen 2 of these leaks, starting with https://hg.mozilla.org/integration/mozilla-inbound/rev/5a3e49205389.

https://tbpl.mozilla.org/php/getParsedLog.php?id=6464293&tree=Mozilla-Inbound
https://tbpl.mozilla.org/php/getParsedLog.php?id=6464765&tree=Mozilla-Inbound

Leak analyser give the same output for both of the leaks:
leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/dom/ipc/tests/test_process_error.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_button.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_colorpicker_popup.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_deck.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_dialogfocus.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_props.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_radio.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_richlist_direction.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_sorttemplate.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tabindex.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree_hier.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree_hier_cell.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree_single.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/toolkit/content/tests/chrome/test_tree_view.xul leaked 1 DOMWINDOW(s)
chrome://mochitests/content/chrome/widget/tests/test_wheeltransaction.xul leaked 1 DOMWINDOW(s)

...and the detail
TEST-UNEXPECTED-FAIL | automationutils.processLeakLog() | leaked 2469307 byte during test execution
TEST-INFO | automationutils.processLeakLog() | leaked 80 instance of nsXBLPrototypeResources with size 12 byte each (960 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 24 instance of nsXBLResource with size 20 byte each (480 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 80 instance of nsXBLResourceLoader with size 36 byte each (2880 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsXBLService with size 56 byte
TEST-INFO | automationutils.processLeakLog() | leaked 799 instance of nsXBLTextWithLineNumber with size 8 byte each (6392 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 223 instance of nsXBLUncompiledMethod with size 16 byte each (3568 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 97 instance of nsXMLDocument with size 776 byte each (75272 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1016 instance of nsXMLElement with size 80 byte each (81280 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 29 instance of nsXMLProcessingInstruction with size 64 byte each (1856 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 29 instance of nsXMLStylesheetPI with size 88 byte each (2552 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 23 instance of nsXPCComponents with size 60 byte each (1380 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 17 instance of nsXPCComponents_Classes with size 20 byte each (340 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 7 instance of nsXPCComponents_ID with size 20 byte each (140 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 21 instance of nsXPCComponents_Interfaces with size 28 byte each (588 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 6 instance of nsXPCComponents_Results with size 20 byte each (120 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 7 instance of nsXPCComponents_Utils with size 24 byte each (168 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsXPConnect with size 108 byte
TEST-INFO | automationutils.processLeakLog() | leaked 2 instance of nsXPathEvaluator with size 8 byte each (16 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsXTFService with size 44 byte
TEST-INFO | automationutils.processLeakLog() | leaked 14 instance of nsXULCommandDispatcher with size 28 byte each (392 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 14 instance of nsXULDocument with size 984 byte each (13776 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1319 instance of nsXULElement with size 88 byte each (116072 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 14 instance of nsXULPDGlobalObject with size 32 byte each (448 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsXULPopupManager with size 80 byte
TEST-INFO | automationutils.processLeakLog() | leaked 2895 instance of nsXULPrototypeAttribute with size 12 byte each (34740 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsXULPrototypeCache with size 236 byte
TEST-INFO | automationutils.processLeakLog() | leaked 14 instance of nsXULPrototypeDocument with size 48 byte each (672 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1308 instance of nsXULPrototypeElement with size 32 byte each (41856 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 29 instance of nsXULPrototypePI with size 36 byte each (1044 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 49 instance of nsXULPrototypeScript with size 40 byte each (1960 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 32 instance of nsXULPrototypeText with size 24 byte each (768 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsXULTemplateBuilder with size 140 byte
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsXULTemplateQueryProcessorXML with size 68 byte
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsXULTooltipListener with size 56 byte
TEST-INFO | automationutils.processLeakLog() | leaked 2 instance of nsZipArchive with size 1064 byte each (2128 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 4 instance of nsZipHandle with size 24 byte each (96 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of nsZipReaderCache with size 84 byte
TEST-INFO | automationutils.processLeakLog() | leaked 3 instance of txAExprResult with size 12 byte each (36 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of txResultRecycler with size 28 byte
TEST-INFO | automationutils.processLeakLog() | leaked 2 instance of xpc::CompartmentPrivate with size 32 byte each (64 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of xpcPerThreadData with size 44 byte
TEST-INFO | automationutils.processLeakLog() | leaked 199 instance of xptiInterfaceInfo with size 20 byte each (3980 byte total)
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of xptiInterfaceInfoManager with size 128 byte
TEST-INFO | automationutils.processLeakLog() | leaked 1 instance of xptiWorkingSet with size 88 byte
